,title,image,recipe keys,personal points,calories,summary
810,Vegetarian Enchiladas with Butternut Squash and Black Beans,https://www.skinnytaste.com/wp-content/uploads/2013/11/Vegetarian-Enchiladas-20.jpg,"['High-Fiber Recipes', 'Vegetarian Meals']",6,185,"Easy vegetarian enchiladas made with butternut squash and black beans, smothered with enchilada sauce and cheese, then baked in the oven. A delicious recipe that’s perfect for meatless Mondays!"
811,Asian Glazed Drumsticks,https://www.skinnytaste.com/wp-content/uploads/2010/07/Asian-Glazed-Drumsticks-7-1.jpg,"['Dairy Free Recipes', 'Low Carb']",8,335,"Soy sauce, vinegar and Sriracha hot sauce make these Asian-Glazed Chicken Drumsticks savory and delicious – serve over rice or vegetables for an easy meal!"
812,Italian Beef and Spinach Meatballs,https://www.skinnytaste.com/wp-content/uploads/2010/06/Italian-Spinach-and-Beef-Meatballs-9.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes']",6,259,"These amazing Italian Beef and Spinach Meatballs made with ground beef plus I snuck some spinach in the mix, but I promise even the pickiest of eaters will love them!"
813,Lemon-Chili Shrimp Quinoa Bowls,https://www.skinnytaste.com/wp-content/uploads/2019/12/Lemon-Shrimp-Quinoa-Bowls-7.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'High-Fiber Recipes', 'Meal Prep Recipes']",8,484,"A quick and easy Lemon-Chili Shrimp Avocado Quinoa Bowl recipe, great for lunch or dinner, or make them ahead for meal prep!"
814,Greek Chicken Meal Prep Rice Bowls,https://www.skinnytaste.com/wp-content/uploads/2020/01/Greek-Chicken-Meal-Prep-3.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Meal Prep Recipes']",11,418,Bring the flavors of the Mediterranean to work with these Greek Chicken Meal Prep Rice Bowls – the perfect recipe to make ahead!
815,Changua (Colombian Milk and Egg Soup),https://www.skinnytaste.com/wp-content/uploads/2019/12/Changua-8.jpg,['Under 30 Minutes'],4,180,"Changua (Colombian Milk and Egg Soup) is a typical breakfast in Bogotá, the capital of Colombia where my mom was born. It’s also know to cure hangovers."
816,Coconut Broth Clams with Lemongrass,https://www.skinnytaste.com/wp-content/uploads/2019/12/Coconut-Broth-Clams-6.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Low Carb', 'Under 30 Minutes']",8,233,"Asian Coconut Broth Clams made with lemongrass, ginger and cilantro is wonderful when paired with bread for dipping all that delicious broth!"
817,Chocolate Chip Cloud Cookies,https://www.skinnytaste.com/wp-content/uploads/2013/12/Chocolate-Chip-Clouds-10.jpg,['Gluten Free'],3,54,"These cloud cookies are light and airy, slightly chewy with chocolate chips in every bite! Made airy with egg whites, sugar and chocolate, these gluten free meringues just melt in your mouth."
818,Strawberry Squares,https://www.skinnytaste.com/wp-content/uploads/2010/11/Strawberry-Squares-1-2.jpg,"['Gluten Free', 'Kid Friendly']",7,138,"Strawberry Squares, these delicious baked treats are easy to make, feel free to use your favorite pie filling flavor!"
819,Arroz Con Pollo – Rice and Chicken,https://www.skinnytaste.com/wp-content/uploads/2011/01/Arroz-con-Pollo-Lightened-Up-8.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'Kid Friendly']",10,410,"Authentic Arroz Con Pollo, or Latin chicken and rice, is the ultimate one-pot meal. It’s a classic Latin dish that I grew up on and now cook for my family."
820,Healthy Breakfast Casserole with Spinach and Feta,https://www.skinnytaste.com/wp-content/uploads/2019/12/Feta-Breakfast-Bake-9.jpg,['Gluten Free'],6,296,"This healthy Breakfast Casserole recipe is made with eggs, spinach, tomatoes and Feta cheese and only takes a few minutes to whip up. You can make it ahead of time, so it’s the perfect breakfast egg casserole for Christmas morning or any day!"
821,"One Pan Roasted Potatoes, Sausage and Peppers",https://www.skinnytaste.com/wp-content/uploads/2011/10/One-Pan-Roasted-Potatoes-Sausage-and-Peppers-6.jpg,"['Gluten Free', 'Kid Friendly', 'Whole30 Recipes']",8,325,"One Pan Roasted Potatoes Sausage and Peppers is one of my favorite, fuss-free sheet pan dinners. Perfect for weeknights and bonus points for easy cleanup!"
822,Pork Chops with Mushrooms and Shallots,https://www.skinnytaste.com/wp-content/uploads/2010/12/Pork-Shops-with-Mushrooms-and-Shallots-7.jpg,"['Gluten Free', 'Kid Friendly', 'Low Carb']",6,178,"These Pork Chops with Mushrooms and Shallots are juicy and flavorful, made with a creamy Dijon sauce perfect for weeknight dinner!"
823,Yogurt Panna Cotta with Macerated Berries,https://www.skinnytaste.com/wp-content/uploads/2019/12/Yogurt-Panna-Cotta-4.jpg,"['Gluten Free', 'Kid Friendly']",3,82,"This simple Yogurt Panna Cotta is the perfect smooth, creamy dessert. The cool tang of yogurt pairs perfectly with fresh berries. To macerate the berries simple mix them with a little sugar and let them sit."
824,Stuffed Mushrooms with Broccoli Rabe and Sausage,https://www.skinnytaste.com/wp-content/uploads/2019/12/Broccoli-Rabe-Stuffed-Mushroom-11.jpg,['Gluten Free'],3,121,"I’m OBSESSED with these Italian stuffed mushrooms filled with broccoli rabe and sausage, the perfect festive holiday appetizer!"
825,Cacio e Pepe Brussels Sprouts,https://www.skinnytaste.com/wp-content/uploads/2019/12/Cacio-E-Pepe-Brussels-Sprouts-5.jpg,"['Gluten Free', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",6,204,Cacio e Pepe Brussels Sprouts swaps out pasta for shredded Brussels sprouts in this low-carb take on the Italian classic.
826,Easy Healthy Ground Turkey Chorizo,https://www.skinnytaste.com/wp-content/uploads/2019/11/Turkey-Chorizo-4.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Whole30 Recipes']",3,116,"A lighter version of Mexican Chorizo made with ground turkey and a smoky spice blend, perfect for adding to eggs, tacos, and more!"
827,Open Faced Turkey Melts,https://www.skinnytaste.com/wp-content/uploads/2019/11/Open-Face-Turkey-Melt-1-3.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",7,263,"These quick and easy, open faced turkey melts made with cranberries and celery make a great leftover thanksgiving turkey recipe for lunch!"
828,Creamy Pumpkin Ginger Soup,https://www.skinnytaste.com/wp-content/uploads/2019/11/Pumpkin-Ginger-Soup-4.jpg,"['Gluten Free', 'Vegetarian Meals']",4,145,"This Creamy Pumpkin Ginger Soup is the perfect cozy, fall soup made creamy without adding any cream. Instead, the vegetables and Greek yogurt thicken it!"
829,Butternut Squash Mac and Cheese,https://www.skinnytaste.com/wp-content/uploads/2019/11/Butternut-Squash-Mac-and-Cheese-9-2.jpg,['Vegetarian Meals'],8,275,"Butternut Squash Mac and Cheese, a healthier version of macaroni and cheese is so creamy and delicious, no one will ever guess it’s also good for you!"
830,Kale Salad with Quinoa and Cranberries,https://www.skinnytaste.com/wp-content/uploads/2019/11/Crowd-Pleasing-Kale-Salad-4.jpg,"['Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",10,226,"This hearty, fall Kale Salad with Quinoa and Cranberries is made even better by massaging the kale which helps break down the tough cell structure and gives the raw kale a softer texture and gentler flavor."
831,Sweet Potato Pie,https://www.skinnytaste.com/wp-content/uploads/2010/11/Sweet-Potato-Pie-9.jpg,"['Kid Friendly', 'Vegetarian Meals']",8,208,"A healthy and delicious version of the classic sweet potato pie – a perfect, easy sweet potato dessert recipe for Thanksgiving!"
832,Whole Roasted Chicken with Lemon and Rosemary,https://www.skinnytaste.com/wp-content/uploads/2010/02/Roast-Chicken-with-Rosemary-_-Lemon-Finals-15.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Whole30 Recipes']",4,322,"Juicy, tender whole roasted chicken seasoned with lemon and rosemary is always a winner in my house! Make two and use the second for meal prep."
833,Stuffing Muffins,https://www.skinnytaste.com/wp-content/uploads/2019/11/Stuffing-Muffins-3.jpg,['Kid Friendly'],4,115,Stuffing Muffins aka stuff’in are baked in a muffin tin for easy portion control! This classic stuffing recipe is made even more delicious with Pancetta!
834,Baked Turkey Croquettes,https://www.skinnytaste.com/wp-content/uploads/2010/11/Turkey-Croquettes-5.jpg,"['Kid Friendly', 'Under 30 Minutes']",3,217,Not sure what to do with all your leftover turkey?  Baked turkey croquettes are the perfect way to use up your leftover holiday turkey!
835,Scalloped Potato Gratin,https://www.skinnytaste.com/wp-content/uploads/2011/11/Skinny-Scalloped-Potato-Gratin-12.jpg,"['Gluten Free', 'Vegetarian Meals']",5,160,A delicious Scalloped Potato Gratin recipe made with thinly sliced Yukon gold potatoes layered with cheese and a light buttery sauce.
836,Mashed Sweet Potatoes Brulee,https://www.skinnytaste.com/wp-content/uploads/2011/10/Mashed-Sweet-Potato-Brulee_-8.jpg,"['Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",4,100,Mashed Sweet Potatoes Brulee are seasoned with with a hint of cinnamon and nutmeg topped with a caramelized brown sugar crust.
837,Cauliflower “Mac” and Cheese,https://www.skinnytaste.com/wp-content/uploads/2019/10/Cauli-Mac-11.jpg,"['Kid Friendly', 'Low Carb', 'Vegetarian Meals']",9,238,Cheesy Baked Cauliflower “Mac” and Cheese is perfect when you’re craving macaroni and cheese–without the pasta! It’s lower in carbs and each bowl has a healthy amount of vegetables and protein!
838,Baked Chicken Thighs with Brussels and Sweet Potato,https://www.skinnytaste.com/wp-content/uploads/2019/11/Chicken-Thighs-with-Brussels-and-Sweet-Potato-1-4.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Whole30 Recipes']",11,587,"Baked Chicken Thighs with Brussels Sprouts and Sweet Potato, a quick and easy one-pot chicken dinner for a chilly, fall night."
839,Air Fryer Turkey Breast,https://www.skinnytaste.com/wp-content/uploads/2018/11/Air-Fryer-Turkey-Breast-2.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Low Carb', 'Whole30 Recipes']",6,226,"Air Fryer Turkey Breast comes out so moist and juicy and perfectly cooked with a beautiful deep golden brown skin. And bonus, it cooks in a fraction of the time it would in the oven!"
840,Cranberry Pear Sauce,https://www.skinnytaste.com/wp-content/uploads/2011/11/Cranberry-Pear-Sauce-2-copy.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",3,61,"An EASY 3-ingredient cranberry pear sauce! This is my go-to cranberry sauce recipe for the Holidays. I love how the sweet pears compliment the tart cranberries, perfect to add to your Thanksgiving table."
841,Macaroni and Cheese Soup with Broccoli,https://www.skinnytaste.com/wp-content/uploads/2012/01/Macaroni-Cheese-Soup-with-Broccoli-17.jpg,"['Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",9,253,Macaroni and Cheese Soup with Broccoli is comfort food at it’s best! It’s a classic mac turned into a kid-friendly bowl of soup.
842,Baked Apple Cider Chicken and Cabbage,https://www.skinnytaste.com/wp-content/uploads/2019/10/Baked-Apple-Cider-Chicken-and-Cabbage-5.jpg,"['Dairy Free Recipes', 'Gluten Free']",8,418,"Baked Apple Cider Chicken and Cabbage is the perfect one-pot fall dish made with cider-marinated chicken, red cabbage and apples."
843,Banana Nut Bread,https://www.skinnytaste.com/wp-content/uploads/2008/11/Banana-Nut-Bread-7.jpg,"['Kid Friendly', 'Vegetarian Meals']",5,104,"This recipe for banana nut bread is super moist and insanely delicious, plus it’s healthier than most because it uses less butter, oil and sugar than most recipes."
844,Kalyn’s Stuffed Cabbage Casserole,https://www.skinnytaste.com/wp-content/uploads/2012/01/Stuffed-Cabbage-Casserole_-7.jpg,"['Freezer Meals', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly']",6,251,"This Stuffed Cabbage Casserole is basically a deconstructed version of stuffed cabbage layered with shredded cabbage, ground beef and brown rice cooked in tomatoes then topped with melted cheese. It’s SO good!"
845,Slow Cooker French Dip Sandwich with Caramelized Onions,https://www.skinnytaste.com/wp-content/uploads/2014/01/French-Dip-13.jpg,"['Kid Friendly', 'Slow Cooker Recipes']",10,308,"Slow Cooker French Dip Sandwich with Caramelized Onions filled with beef, melted cheese and au jus (beef broth) for dipping. The perfect weekend crock pot recipe!"
846,Spaghetti with Butternut Leek Parmesan Sauce,https://www.skinnytaste.com/wp-content/uploads/2012/10/Spaghetti-with-Butternut-Leek-Sauce-7.jpg,"['Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Vegetarian Meals']",8,266,"Something magical happens to pasta when you combine spaghetti with a creamy butternut sauce made with leeks, sage, garlic and Parmigiano Reggiano. You’ll swear this is full of cream and butter, but it’s not!"
847,Pumpkin Butter,https://www.skinnytaste.com/wp-content/uploads/2010/10/pumpkin-butter-1.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",2,42,"Pumpkin lovers will love this easy, pumpkin butter recipe made from scratch. It’s like pumpkin pie in a jar, only better! Delicious smeared on toast, oatmeal, yogurt, and more!"
848,Cinnamon Apple Yogurt Bowls,https://www.skinnytaste.com/wp-content/uploads/2019/10/Cinnamon-Apple-Yogurt-Bowls-1-9.jpg,"['Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",6,283,"These Cinnamon Apple Yogurt Bowls are like having apple pie for breakfast, without the crust!"
849,Spaghetti Carbonara,https://www.skinnytaste.com/wp-content/uploads/2019/10/Spaghetti-Carbonara-8.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",11,422,"With pasta tossed with diced bacon, grated cheese, and copious amounts of black pepper and topped with a poached egg, this Spaghetti Carbonara recipe is smooth and creamy with incredible flavor. Though simple to make, it tastes and looks like something straight from an Italian restaurant."
850,Crock Pot Picadillo,https://www.skinnytaste.com/wp-content/uploads/2013/01/Crockpot-Picadillo-8.jpg,"['Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Slow Cooker Recipes', 'Whole30 Recipes']",4,207,"Crock Pot Picadillo is a flavorful Cuban dish made with ground beef and a sauce made from simmering tomatoes, green olives, bell peppers, cumin, and spices."
851,Creamy Roasted Cauliflower Chowder,https://www.skinnytaste.com/wp-content/uploads/2019/10/Creamy-Roasted-Cauliflower-Chowder-6.jpg,"['High-Fiber Recipes', 'Kid Friendly']",7,205,"This Creamy Roasted Cauliflower Chowder is comfort food without all the calories. Made with roasted cauliflower, which adds deep, caramelized flavor while keeping the soup a little lighter."
852,Prosciutto Wrapped Figs with Blue Cheese (Grill or Air Fryer),https://www.skinnytaste.com/wp-content/uploads/2019/10/Prosciutto-Wrapped-Figs-with-Blue-Cheese-4.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Under 30 Minutes']",5,221,"Prosciutto Wrapped Figs with Blue Cheese served on a bed of baby arugula with a light vinaigrette. A delicious combination of salt, acid and sweet."
853,Turmeric Roasted Chicken and Sweet Potatoes,https://www.skinnytaste.com/wp-content/uploads/2019/10/Turmeric-Roasted-Chicken-and-Sweet-Potatoes-5.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Whole30 Recipes']",12,516,Caramelized sweet potatoes and shallots are the bed for roasted chicken thighs and legs that come together in this one-pot healthy chicken dinner.
854,Parmesan Crusted Delicata Squash,https://www.skinnytaste.com/wp-content/uploads/2017/09/Parmesan-Crusted-Delicata-Squash-1.jpg,"['Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",4,232,"Parmesan Crusted Roasted Delicata Squash, one of my favorite ways to prepare delicata squash! The edges come out crisp, golden and delicious."
855,Instant Pot Indian Chicken Pulao,https://www.skinnytaste.com/wp-content/uploads/2019/09/Instant-Pot-Indian-Chicken-Pulao-4-1.jpg,"['Gluten Free', 'Pressure Cooker Recipes', 'Under 30 Minutes']",7,396,"Instant Pot Chicken Pulao comes together in just 30 minutes, with basmati rice, chicken breasts, and a few aromatics and spices. The perfect introduction to Indian cuisine!"
856,Pumpkin Roll,https://www.skinnytaste.com/wp-content/uploads/2011/11/Pumpkin-Roll-7.jpg,['Vegetarian Meals'],9,198,This classic pumpkin roll recipe features an irresistible pumpkin spice sponge cake with a tangy cream cheese filling. Perfect for Thanksgiving and Christmas!
857,Eggplant and Tomato Sauce,https://www.skinnytaste.com/wp-content/uploads/2009/10/Eggplant-and-Tomato-Sauce-8.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",2,127,"This simple Eggplant and Tomato Sauce is delicious, made with diced eggplant stewed in tomatoes and garlic. I love it served over pasta but it’s also great over zucchini noodles, polenta or as a side dish on it’s own."
858,Air Fryer Scallops with Bacon,https://www.skinnytaste.com/wp-content/uploads/2019/09/Air-Fryer-Bacon-Wrapped-Scallops-7-1.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Whole30 Recipes']",2,138,"Air Fryer Scallops with Bacon are so easy, made with just two ingredients! Elegant enough to impress guests yet easy enough to make any weeknight for your family."
859,Pork Carnitas (Slow Cooker Mexican Pulled Pork),https://www.skinnytaste.com/wp-content/uploads/2010/03/Slow-Cooker-Carnitas-7.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Meal Prep Recipes', 'Slow Cooker Recipes']",4,160,"Slow Cooker Pork Carnitas or Mexican Pulled Pork is the best Mexican pork recipe to stuff it into a tortilla, in tacos or turn it into a burrito bowl!"
860,Mashed Cauliflower,https://www.skinnytaste.com/wp-content/uploads/2010/03/Creamy-Cauliflower-Puree-5.jpg,"['Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",2,62,Mashed Cauliflower is essentially a creamy cauliflower puree that makes a delicious low-carb or keto alternative to mashed potatoes.
861,Baked Oatmeal Recipe with Pears Bananas and Walnuts,https://www.skinnytaste.com/wp-content/uploads/2019/09/Maple-Cinnamon-Banana-Pear-Baked-Oatmeal-with-Walnuts-9.jpg,"['Gluten Free', 'Meal Prep Recipes', 'Vegetarian Meals']",6,225,"Baked oatmeal is like having dessert for breakfast! Made with healthy ingredients—bananas, pears, oats, nuts and maple syrup, it will leave you satisfied all morning."
862,Baked Sweet Potato (How To Bake Sweet Potatoes),https://www.skinnytaste.com/wp-content/uploads/2019/09/Baked-Sweet-Potatoes-5.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Meal Prep Recipes', 'Vegetarian Meals', 'Whole30 Recipes']",3,164,Making a Baked Sweet Potato in the oven is so easy and comes out perfectly sweet and fluffy on the inside with this foolproof recipe.
863,Garlic Lovers Roast Beef,https://www.skinnytaste.com/wp-content/uploads/2013/06/Garlic-Lover%E2%80%99s-Roast-Beef-7.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Whole30 Recipes']",3,142.5,"Garlic Lovers Roast Beef is the best roast beef recipe, so flavorful and loaded with garlic as the name implies."
864,Spinach Tortellini en Brodo (in Broth),https://www.skinnytaste.com/wp-content/uploads/2010/12/Spinach-Tortellini-En-Brodo-11.jpg,"['Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",7,228,Spinach Tortellini en Brodo (in broth) is an Italian soup made with spinach and cheese tortellini and vegetables in a light broth.
865,Mango-Raspberry Fruit Roll Ups,https://www.skinnytaste.com/wp-content/uploads/2019/09/Mango-Raspberry-Fruit-Leather-%C2%A9-Aubrie-Pick.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",1,39,"Homemade Mango-Raspberry Fruit Roll Ups, so much healthier than the store-bought kind, and with much less added sugar."
866,Caprese Salad,https://www.skinnytaste.com/wp-content/uploads/2019/09/Insalata-Caprese-2.jpg,"['Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",4,100,"Caprese Salad or Insalata Caprese is a simple summer salad with fresh mozzarella, thick slices of juicy tomatoes, basil and a splash of balsamic vinegar. Serve it as an appetizer, side dish, or just make it a meal!"
867,Wilted Baby Spinach with Garlic and Oil,https://www.skinnytaste.com/wp-content/uploads/2008/06/Wilted-Baby-Spinach-3.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",2,70,Wilted Baby Spinach with Garlic and Oil is my favorite way to prepare this easy side dish made with just 3 ingredients and ready in under 10 minutes.
868,Lemon-Parsley Foil Packet Potatoes,https://www.skinnytaste.com/wp-content/uploads/2019/08/Lemon-Parsley-Potatoes-in-Foil-5.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Vegetarian Meals', 'Whole30 Recipes']",3,113,"Lemon-Parsley Foil Packet Potatoes can be grilled or baked in the oven! A delicious side dish, and the best part – easy cleanup!"
869,Houston’s Veggie Burger,https://www.skinnytaste.com/wp-content/uploads/2019/08/Veggie-Burger-8.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'High-Fiber Recipes', 'Vegetarian Meals']",9,302,"This is a veggie burger that even hearty meat-eaters will love! Made with beans, oats, brown rice, beets and a whole lot of spices, this veggie burger is a real crowd pleaser."
870,Air Fryer Shishito Peppers,https://www.skinnytaste.com/wp-content/uploads/2019/08/Air-Fryer-Blistered-Shishito-Peppers-4.jpg,"['Air Fryer Recipes', 'Dairy Free Recipes', 'Gluten Free', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",0,15,Easy Air Fryer Shishito Peppers come out charred and blistered. Finish with a squeeze of lemon over the top and they are delicious!
871,Burma Superstar Chicken Dal Curry,https://www.skinnytaste.com/wp-content/uploads/2019/08/Chicken-Dal-Curry-1-3.jpg,"['Dairy Free Recipes', 'Freezer Meals', 'Gluten Free', 'High-Fiber Recipes', 'Pressure Cooker Recipes']",7,529,"Chicken Dal Curry is a comforting Burmese stew made with yellow peas, chicken, ginger, turmeric, curry and spices."
872,Spicy Tuna Poke Bowl,https://www.skinnytaste.com/wp-content/uploads/2019/08/Spicy-Tuna-Poke-Bowls-8.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Under 30 Minutes']",7,397,"This Spicy Tuna Poke Bowl is made with chunks of fresh tuna, avocado, cucumbers, spicy mayo and scallions cut on the bias served on a bed of steamed rice – YES please!!"
873,Basil Oil,https://www.skinnytaste.com/wp-content/uploads/2019/08/Basil-Oil-9.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",3,82,"Making basil oil is so simple, trust me you’ll want to drizzle it all over your chicken, fish, tomatoes, vegetables or with some crusty bread!"
874,Orecchiette with Sausage and Broccoli Rabe,https://www.skinnytaste.com/wp-content/uploads/2011/04/Orecchiette-Pasta-with-Chicken-Sausage-_-Broccoli-Rabe-3.jpg,"['Gluten Free', 'Under 30 Minutes']",8,289,Orecchiette with Sausage and Broccoli Rabe uses chicken sausage in place of pork sausage and a whole lot of garlic! This lightened up version of my favorite Italian classic pasta dish will not disappoint!!
875,Chicken Zucchini Stir Fry,https://www.skinnytaste.com/wp-content/uploads/2019/08/Chicken-and-Zucchini-Stir-Fry-RS-5.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High Protein Recipes', 'Kid Friendly', 'Under 30 Minutes']",4,242,"This quick Chicken and Zucchini Stir Fry is delicious, made with chicken breast, zucchini and an easy stir fry sauce."
876,How To Make Perfect Instant Pot Quinoa,https://www.skinnytaste.com/wp-content/uploads/2019/08/How-To-Make-Perfect-Quinoa-in-the-Instant-Pot-7.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Pressure Cooker Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",3,81,"Learn how to make perfect, fluffy Instant Pot quinoa using my foolproof method! This healthy grain is an easy addition to loads of meals, and it’s ready in minutes in the pressure cooker."
877,Lighter Eggplant Parmesan,https://www.skinnytaste.com/wp-content/uploads/2009/03/Lighter-Eggplant-Parmesan-4.jpg,"['Freezer Meals', 'Gluten Free', 'High-Fiber Recipes', 'Kid Friendly', 'Low Carb', 'Vegetarian Meals']",6,255.5,"This Lighter Eggplant Parmesan Recipe is one of my favorite ways to eat eggplant. No breading, no frying, just eggplant, cheese and marinara."
878,"Southwestern Black Bean, Quinoa and Mango Salad",https://www.skinnytaste.com/wp-content/uploads/2015/03/Southwestern-Black-Bean-Quinoa-_-Mango-Medley-8.jpg,"['Dairy Free Recipes', 'Gluten Free', 'High-Fiber Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",2,164,"Delicious Southwestern Black Bean, Quinoa and Mango Salad is a tasty way to get more vegetables and plant-based foods into your diet."
879,Baked Crab and Corn Cakes,https://www.skinnytaste.com/wp-content/uploads/2012/08/Skinnytaste-Baked-Corn-Crab-Cakes-6.jpg,"['Air Fryer Recipes', 'Kid Friendly']",3,97,Deliciously Baked Corn and Crab Cakes made with lump crab and sweet summer corn. Bake them in the oven or air fryer!
880,Tzatziki Fish Tacos,https://www.skinnytaste.com/wp-content/uploads/2019/07/Tzatziki-Fish-Tacos-6.jpg,"['Air Fryer Recipes', 'High-Fiber Recipes', 'Kid Friendly']",7,350,"Tzatziki Fish Tacos have a Greek twist! Crisp breaded fish fillets served on tortillas topped with tzatziki sauce made with Greek yogurt, cucumbers and fresh herbs."
881,Buffalo Shrimp Lettuce Wraps,https://www.skinnytaste.com/wp-content/uploads/2019/07/Buffalo-Shrimp-Lettuce-Wraps-8.jpg,"['Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes']",4,242,"These easy, low-carb Buffalo Shrimp Lettuce Wraps are spicy, light and delicious topped with celery and blue cheese or ranch dressing. Ready in under 15 minutes!"
882,Air Fryer Chicken Milanese with Baby Arugula,https://www.skinnytaste.com/wp-content/uploads/2019/07/Air-Fryer-Chicken-Milanese-5.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",1,219,"Crisp, golden, delicious Air Fryer Chicken Milanese with Baby Arugula and lemon wedges is one of my favorite dinner recipes!"
883,Bruschetta with Tomato and Basil,https://www.skinnytaste.com/wp-content/uploads/2008/04/Bruschetta-4.jpg,"['Dairy Free Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",2,49.6,"Bruschetta with Tomato and Basil, one of my favorite ways to use up all my summer tomatoes is with this simple appetizer or side dish."
884,Perfectly Grilled Zucchini Recipe,https://www.skinnytaste.com/wp-content/uploads/2019/07/Perfectly-Grilled-Zucchini-10.jpg,"['Dairy Free Recipes', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",1,48,"Make Perfectly Grilled Zucchini all summer long! Quick and easy, great as a side dish with anything you’re grilling."
885,Grilled Vegetable Platter with Yogurt Mint Sauce,https://www.skinnytaste.com/wp-content/uploads/2019/06/Grilled-Vegetable-Platter-with-Yogurt-Mint-Sauce-4.jpg,"['Gluten Free', 'High-Fiber Recipes', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",3,196,"This beautiful, Grilled Vegetables Platter with Yogurt Mint Sauce is so colorful and delicious. An easy summer side dish made with asparagus, zucchini, squash, red onion and bell peppers."
